issn_linking,issn_print,issn_electronic,nlm_indexed,nlm_indexed_subset,title
0148-4834,0148-4834,1938-2421,Y,IM,J Nurs Educ
0026-1270,0026-1270,2511-705X,Y,IM,Methods Inf Med
0031-8655,0031-8655,1751-1097,Y,IM,Photochem Photobiol
0034-3536,0034-3536,1439-1309,Y,IM,Rehabilitation (Stuttg)
0041-0101,0041-0101,1879-3150,Y,IM,Toxicon
0001-6314,0001-6314,1600-0404,Y,IM,Acta Neurol Scand
0001-6322,0001-6322,1432-0533,Y,IM,Acta Neuropathol
0065-1591,0065-1591,1600-5473,Y,IM,Acta Psychiatr Scand Suppl
0001-690X,0001-690X,1600-0447,Y,IM,Acta Psychiatr Scand
0065-2776,0065-2776,1557-8445,Y,IM,Adv Immunol
0365-0596,0365-0596,1806-4841,Y,IM,An Bras Dermatol
0004-8666,0004-8666,1479-828X,Y,IM,Aust N Z J Obstet Gynaecol
0014-4835,0014-4835,1096-0007,Y,IM,Exp Eye Res
0016-6480,0016-6480,1095-6840,Y,IM,Gen Comp Endocrinol
0016-9013,0016-9013,1758-5341,Y,IM,Gerontologist
0017-8748,0017-8748,1526-4610,Y,IM,Headache
0020-7128,0020-7128,1432-1254,Y,IM,Int J Biometeorol
0020-8167,0020-8167,1536-9617,Y,IM,Int Ophthalmol Clin
0022-1147,0022-1147,1750-3841,Y,IM,J Food Sci
0022-3549,0022-3549,1520-6017,Y,IM,J Pharm Sci
0022-3956,0022-3956,1879-1379,Y,IM,J Psychiatr Res
0022-4197,0022-4197,1573-6571,Y,IM,J Relig Health
0022-4707,0022-4707,1827-1928,Y,IM,J Sports Med Phys Fitness
0022-4804,0022-4804,1095-8673,Y,IM,J Surg Res
0022-5193,0022-5193,1095-8541,Y,IM,J Theor Biol
0029-6473,0029-6473,1744-6198,Y,N,Nurs Forum
0031-9422,0031-9422,1873-3700,Y,IM,Phytochemistry
0033-832X,0033-832X,1432-2102,Y,IM,Radiologe
0041-1132,0041-1132,1537-2995,Y,IM,Transfusion
0042-6989,0042-6989,1878-5646,Y,IM,Vision Res
0003-2697,0003-2697,1096-0309,Y,IM,Anal Biochem
0006-3495,0006-3495,1542-0086,Y,IM,Biophys J
0007-1668,0007-1668,1466-1799,Y,IM,Br Poult Sci
0040-8891,0040-8891,NA,Y,D,Bull Tokyo Dent Coll
0008-5286,0008-5286,NA,Y,IM,Can Vet J
0009-9236,0009-9236,1532-6535,Y,IM,Clin Pharmacol Ther
0009-9260,0009-9260,1365-229X,Y,IM,Clin Radiol
0010-440X,0010-440X,1532-8384,Y,IM,Compr Psychiatry
0017-5749,0017-5749,1468-3288,Y,IM,Gut
0020-9554,0020-9554,1432-1289,Y,IM,Internist (Berl)
0098-7484,0098-7484,1538-3598,Y,IM,JAMA
0021-9509,0021-9509,1827-191X,Y,IM,J Cardiovasc Surg (Torino)
0021-9630,0021-9630,1469-7610,Y,IM,J Child Psychol Psychiatry
0161-5505,0161-5505,1535-5667,Y,IM,J Nucl Med
0449-3060,0449-3060,1349-9157,Y,IM,J Radiat Res
0022-4510,0022-4510,1748-5827,Y,IM,J Small Anim Pract
0025-8024,0025-8024,2042-1818,Y,IM,Med Sci Law
0036-6978,0036-6978,1420-9144,Y,QIS,NTM
0033-3182,0033-3182,1545-7206,Y,IM,Psychosomatics
0033-8338,0033-8338,1578-178X,Y,IM,Radiologia
0034-5288,0034-5288,1532-2661,Y,IM,Res Vet Sci
0009-918X,0009-918X,1882-0654,Y,IM,Rinsho Shinkeigaku
0035-6484,0035-6484,2038-2502,Y,IM,Riv Psichiatr
0036-5564,0036-5564,1467-9450,Y,IM,Scand J Psychol
0037-5675,0037-5675,NA,Y,IM,Singapore Med J
0513-5796,0513-5796,1976-2437,Y,IM,Yonsei Med J
0044-605X,0044-605X,1751-0147,Y,IM,Acta Vet Scand
0065-2164,0065-2164,NA,Y,IM,Adv Appl Microbiol
0003-9969,0003-9969,1879-1506,Y,IM,Arch Oral Biol
0006-291X,0006-291X,1090-2104,Y,IM,Biochem Biophys Res Commun
0012-1606,0012-1606,1095-564X,Y,IM,Dev Biol
0014-4886,0014-4886,1090-2430,Y,IM,Exp Neurol
0015-5632,0015-5632,1874-9356,Y,IM,Folia Microbiol (Praha)
0020-7144,0020-7144,1744-5183,Y,IM,Int J Clin Exp Hypn
0074-7742,0074-7742,2162-5514,Y,IM,Int Rev Neurobiol
0022-2275,0022-2275,1539-7262,Y,IM,J Lipid Res
0022-2836,0022-2836,1089-8638,Y,IM,J Mol Biol
0022-5223,0022-5223,1097-685X,Y,IM,J Thorac Cardiovasc Surg
0025-732X,0025-732X,1523-2859,Y,IM,Med Lett Drugs Ther
0470-8105,0470-8105,1349-8029,Y,IM,Neurol Med Chir (Tokyo)
0031-0808,0031-0808,1827-1898,Y,IM,Panminerva Med
0032-0781,0032-0781,1471-9053,Y,IM,Plant Cell Physiol
0036-4665,0036-4665,1678-9946,Y,IM,Rev Inst Med Trop Sao Paulo
0036-3634,0036-3634,1606-7916,Y,IM,Salud Publica Mex
0041-008X,0041-008X,1096-0333,Y,IM,Toxicol Appl Pharmacol
0084-2230,0084-2230,1662-3975,Y,IM,World Rev Nutr Diet
0002-9149,0002-9149,1879-1913,Y,IM,Am J Cardiol
0002-9157,0002-9157,2160-0562,Y,IM,Am J Clin Hypn
0006-2952,0006-2952,1873-2968,Y,IM,Biochem Pharmacol
0009-2363,0009-2363,1347-5223,Y,IM,Chem Pharm Bull (Tokyo)
0009-9201,0009-9201,1532-5520,Y,IM,Clin Obstet Gynecol
0012-3706,0012-3706,1530-0358,Y,IM,Dis Colon Rectum
0017-9078,0017-9078,1538-5159,Y,IM,Health Phys
0018-7208,0018-7208,1547-8181,Y,IM,Hum Factors
0019-2805,0019-2805,1365-2567,Y,IM,Immunology
0022-5002,0022-5002,1938-3711,Y,IM,J Exp Anal Behav
0023-8309,0023-8309,1756-6053,Y,IM,Lang Speech
0031-9007,0031-9007,1079-7114,Y,IM,Phys Rev Lett
0033-0620,0033-0620,1873-1740,Y,IM,Prog Cardiovasc Dis
0039-9140,0039-9140,1873-3573,Y,IM,Talanta
0041-4301,0041-4301,NA,Y,IM,Turk J Pediatr
0042-6857,0042-6857,NA,Y,IM,Uirusu
0001-5172,0001-5172,1399-6576,Y,IM,Acta Anaesthesiol Scand
0001-5547,0001-5547,1938-2650,Y,IM,Acta Cytol
0003-2999,0003-2999,1526-7598,Y,IM,Anesth Analg
0005-2086,0005-2086,1938-4351,Y,IM,Avian Dis
0008-428X,0008-428X,1488-2310,Y,IM,Can J Surg
0011-8532,0011-8532,1558-0512,Y,IM,Dent Clin North Am
0014-0139,0014-0139,1366-5847,Y,IM,Ergonomics
0021-5155,0021-5155,1613-2246,Y,IM,Jpn J Ophthalmol
0022-1910,0022-1910,1879-1611,Y,IM,J Insect Physiol
0022-9032,0022-9032,1897-4279,Y,IM,Kardiol Pol
0025-7273,0025-7273,2048-8343,Y,IM,Med Hist
0028-2162,0028-2162,1876-8784,Y,IM,Ned Tijdschr Geneeskd
0031-5982,0031-5982,1529-8795,Y,IM,Perspect Biol Med
0031-8388,0031-8388,1423-0321,Y,IM,Phonetica
0032-8332,0032-8332,1610-7365,Y,IM,Primates
0066-4170,0066-4170,1545-4487,Y,IM,Annu Rev Entomol
0004-1254,0004-1254,1848-6312,Y,IM,Arh Hig Rada Toksikol
0045-0421,0045-0421,1834-7819,Y,IM,Aust Dent J
0006-2979,0006-2979,1608-3040,Y,IM,Biochemistry (Mosc)
0007-4888,0007-4888,1573-8221,Y,IM,Bull Exp Biol Med
0009-8981,0009-8981,1873-3492,Y,IM,Clin Chim Acta
0022-1198,0022-1198,1556-4029,Y,IM,J Forensic Sci
0022-3042,0022-3042,1471-4159,Y,IM,J Neurochem
0022-3999,0022-3999,1879-1360,Y,IM,J Psychosom Res
0031-9155,0031-9155,1361-6560,Y,IM,Phys Med Biol
0036-9330,0036-9330,NA,Y,IM,Scott Med J
0037-8046,0037-8046,1545-6846,Y,IM,Soc Work
0039-6257,0039-6257,1879-3304,Y,IM,Surv Ophthalmol
0507-4088,0507-4088,2411-2097,Y,IM,Vopr Virusol
0007-1048,0007-1048,1365-2141,Y,IM,Br J Haematol
0009-9147,0009-9147,1530-8561,Y,IM,Clin Chem
0015-5500,0015-5500,NA,Y,IM,Folia Biol (Praha)
0020-7640,0020-7640,1741-2854,Y,IM,Int J Soc Psychiatry
0021-8774,0021-8774,1468-5922,Y,IM,J Anal Psychol
0022-1260,0022-1260,1349-8037,Y,IM,J Gen Appl Microbiol
0022-3859,0022-3859,0972-2823,Y,IM,J Postgrad Med
0076-6879,0076-6879,1557-7988,Y,IM,Methods Enzymol
0026-4075,0026-4075,1930-613X,Y,IM,Mil Med
0028-3770,0028-3770,1773-0619,Y,IM,Neurochirurgie
0031-5125,0031-5125,1558-688X,Y,IM,Percept Mot Skills
0033-2941,0033-2941,1558-691X,Y,IM,Psychol Rep
0034-7167,0034-7167,NA,Y,N,Rev Bras Enferm
0042-1138,0042-1138,1423-0399,Y,IM,Urol Int
0042-6822,0042-6822,1096-0341,Y,IM,Virology
0001-527X,0001-527X,1734-154X,Y,IM,Acta Biochim Pol
0065-1281,0065-1281,1618-0372,Y,IM,Acta Histochem
0002-9165,0002-9165,1938-3207,Y,IM,Am J Clin Nutr
0002-9270,0002-9270,1572-0241,Y,IM,Am J Gastroenterol
0003-4800,0003-4800,1469-1809,Y,IM,Ann Hum Genet
0008-4166,0008-4166,1480-3275,Y,IM,Can J Microbiol
0011-5029,0011-5029,1557-8194,Y,IM,Dis Mon
0016-2590,0016-2590,2185-4610,Y,IM,Fukushima J Med Sci
0020-8132,0020-8132,1466-7657,Y,IM,Int Nurs Rev
0022-0167,0022-0167,NA,Y,IM,J Couns Psychol
0022-1325,0022-1325,1940-0896,Y,IM,J Genet Psychol
0023-5679,0023-5679,1881-2090,Y,IM,Kurume Med J
0546-1766,0546-1766,NA,Y,IM,Nihon Koshu Eisei Zasshi
0031-3955,0031-3955,1557-8240,Y,IM,Pediatr Clin North Am
0033-7587,0033-7587,1938-5404,Y,IM,Radiat Res
0505-401X,0505-401X,1828-1427,Y,IM,Vet Ital
0065-230X,0065-230X,2162-5557,Y,IM,Adv Cancer Res
0065-3527,0065-3527,1557-8399,Y,IM,Adv Virus Res
0003-9993,0003-9993,1532-821X,Y,IM,Arch Phys Med Rehabil
0007-1269,0007-1269,2044-8295,Y,IM,Br J Psychol
0009-7330,0009-7330,1524-4571,Y,IM,Circ Res
0021-8561,0021-8561,1520-5118,Y,IM,J Agric Food Chem
0021-8820,0021-8820,NA,Y,IM,J Antibiot (Tokyo)
0022-1554,0022-1554,1551-5044,Y,IM,J Histochem Cytochem
0002-8614,0002-8614,1532-5415,Y,IM,J Am Geriatr Soc
0003-0651,0003-0651,1941-2460,Y,IM,J Am Psychoanal Assoc
0375-9393,0375-9393,1827-1596,Y,IM,Minerva Anestesiol
0026-4725,0026-4725,1827-1618,Y,IM,Minerva Cardioangiol
0026-6620,0026-6620,NA,Y,IM,Mo Med
0029-6554,0029-6554,1528-3968,Y,IM,Nurs Outlook
0029-7844,0029-7844,1873-233X,Y,IM,Obstet Gynecol
0032-0943,0032-0943,1439-0221,Y,IM,Planta Med
0371-0874,0371-0874,NA,Y,IM,Sheng Li Xue Bao
0494-1373,0494-1373,NA,Y,IM,Tuberk Toraks
0042-9007,0042-9007,1423-0410,Y,IM,Vox Sang
0002-9637,0002-9637,1476-1645,Y,IM,Am J Trop Med Hyg
0003-2417,0003-2417,1432-055X,Y,IM,Anaesthesist
0009-0875,0009-0875,NA,Y,IM,Ceylon Med J
0012-1797,0012-1797,1939-327X,Y,IM,Diabetes
0021-972X,0021-972X,1945-7197,Y,IM,J Clin Endocrinol Metab
0022-9717,0022-9717,1880-1293,Y,IM,Keio J Med
0023-6837,0023-6837,1530-0307,Y,IM,Lab Invest
0026-0495,0026-0495,1532-8600,Y,IM,Metabolism
0026-4970,0026-4970,1827-174X,Y,IM,Minerva Stomatol
0048-0169,0048-0169,1176-0710,Y,IM,N Z Vet J
0029-6562,0029-6562,1538-9847,Y,IM,Nurs Res
0003-1348,0003-1348,1555-9823,Y,IM,Am Surg
0003-7028,0003-7028,1943-3530,Y,IM,Appl Spectrosc
0003-9861,0003-9861,1096-0384,Y,IM,Arch Biochem Biophys
0007-0963,0007-0963,1365-2133,Y,IM,Br J Dermatol
0009-9074,0009-9074,1972-6007,Y,IM,Clin Ter
0014-4894,0014-4894,1090-2449,Y,IM,Exp Parasitol
0018-5868,0018-5868,1939-9278,Y,H,Hosp Top
0020-7284,0020-7284,1943-2836,Y,IM,Int J Group Psychother
0022-3913,0022-3913,1097-6841,Y,IM,J Prosthet Dent
0023-2513,0023-2513,1883-0498,Y,IM,Kobe J Med Sci
0028-3878,0028-3878,1526-632X,Y,IM,Neurology
0030-2465,0030-2465,2219-0635,Y,IM,Onderstepoort J Vet Res
0034-7094,0034-7094,1806-907X,Y,IM,Rev Bras Anestesiol
0035-2640,0035-2640,2101-017X,Y,IM,Rev Prat
0085-591X,0085-591X,2166-1030,Y,IM,Scand J Clin Lab Invest Suppl
0001-5415,0001-5415,NA,Y,IM,Acta Chir Orthop Traumatol Cech
0001-6268,0001-6268,0942-0940,Y,IM,Acta Neurochir (Wien)
0003-3197,0003-3197,1940-1574,Y,IM,Angiology
0066-4219,0066-4219,1545-326X,Y,IM,Annu Rev Med
0066-426X,0066-426X,1545-1593,Y,IM,Annu Rev Phys Chem
0066-4308,0066-4308,1545-2085,Y,IM,Annu Rev Psychol
0007-1315,0007-1315,1468-4446,Y,IM,Br J Sociol
0007-9235,0007-9235,1542-4863,Y,IM,CA Cancer J Clin
0009-7322,0009-7322,1524-4539,Y,IM,Circulation
0423-104X,0423-104X,2299-8306,Y,IM,Endokrynol Pol
0014-4827,0014-4827,1090-2422,Y,IM,Exp Cell Res
0015-0282,0015-0282,1556-5653,Y,IM,Fertil Steril
0017-8470,0017-8470,1432-1173,Y,IM,Hautarzt
0020-6539,0020-6539,1875-595X,Y,IM,Int Dent J
0022-0957,0022-0957,1460-2431,Y,IM,J Exp Bot
0022-1767,0022-1767,1550-6606,Y,IM,J Immunol
0022-5142,0022-5142,1097-0010,Y,IM,J Sci Food Agric
0001-6519,0001-6519,1988-3013,Y,IM,Acta Otorrinolaringol Esp
0002-9297,0002-9297,1537-6605,Y,IM,Am J Hum Genet
0018-442X,0018-442X,1618-1301,Y,IM,Homo
0019-4832,0019-4832,NA,Y,IM,Indian Heart J
0022-3573,0022-3573,2042-7158,Y,IM,J Pharm Pharmacol
0026-4784,0026-4784,1827-1650,Y,IM,Minerva Ginecol
0026-4946,0026-4946,1827-1715,Y,IM,Minerva Pediatr
0031-6997,0031-6997,1521-0081,Y,IM,Pharmacol Rev
0048-7449,0048-7449,NA,Y,IM,Reumatismo
0036-5513,0036-5513,1502-7686,Y,IM,Scand J Clin Lab Invest
0001-5792,0001-5792,1421-9662,Y,IM,Acta Haematol
0066-782X,0066-782X,1678-4170,Y,IM,Arq Bras Cardiol
0008-543X,0008-543X,1097-0142,Y,IM,Cancer
0021-9355,0021-9355,1535-1386,Y,IM,J Bone Joint Surg Am
0031-4005,0031-4005,1098-4275,Y,IM,Pediatrics
0031-9317,0031-9317,1399-3054,Y,IM,Physiol Plant
0031-9406,0031-9406,1873-1465,Y,IM,Physiotherapy
0034-8376,0034-8376,NA,Y,IM,Rev Invest Clin
0065-2660,0065-2660,NA,Y,IM,Adv Genet
0003-2670,0003-2670,1873-4324,Y,IM,Anal Chim Acta
0003-2700,0003-2700,1520-6882,Y,IM,Anal Chem
0035-8843,0035-8843,1478-7083,Y,IM,Ann R Coll Surg Engl
0066-4227,0066-4227,1545-3251,Y,IM,Annu Rev Microbiol
0007-0920,0007-0920,1532-1827,Y,IM,Br J Cancer
0007-1145,0007-1145,1475-2662,Y,IM,Br J Nutr
0042-9686,0042-9686,1564-0604,Y,IM,Bull World Health Organ
0009-5915,0009-5915,1432-0886,Y,IM,Chromosoma
0014-3820,0014-3820,1558-5646,Y,IM,Evolution
0367-326X,0367-326X,1873-6971,Y,IM,Fitoterapia
0018-067X,0018-067X,1365-2540,Y,IM,Heredity (Edinb)
0017-6192,0017-6192,1433-0458,Y,IM,HNO
0021-9746,0021-9746,1472-4146,Y,IM,J Clin Pathol
0025-8172,0025-8172,2042-1834,Y,IM,Med Leg J
0030-6657,0030-6657,2300-8423,Y,IM,Otolaryngol Pol
0032-4728,0032-4728,1477-4747,Y,IM,Popul Stud (Camb)
0032-5481,0032-5481,1941-9260,Y,IM,Postgrad Med
1885-5857,NA,1885-5857,Y,IM,Rev Esp Cardiol (Engl Ed)
0001-5458,0001-5458,NA,Y,IM,Acta Chir Belg
1784-3286,1784-3286,2295-3337,Y,IM,Acta Clin Belg
0002-9343,0002-9343,1555-7162,Y,IM,Am J Med
0003-066X,0003-066X,1935-990X,Y,IM,Am Psychol
0003-2409,0003-2409,1365-2044,Y,IM,Anaesthesia
0006-4971,0006-4971,1528-0020,Y,IM,Blood
0012-0472,0012-0472,1439-4413,Y,IM,Dtsch Med Wochenschr
0022-5045,0022-5045,1468-4373,Y,IM,J Hist Med Allied Sci
0026-4733,0026-4733,1827-1626,Y,IM,Minerva Chir
0021-5082,0021-5082,1882-6482,Y,IM,Nihon Eiseigaku Zasshi
0029-7828,0029-7828,1533-9866,Y,IM,Obstet Gynecol Surv
0031-7144,0031-7144,NA,Y,IM,Pharmazie
0034-1193,0034-1193,2038-1840,Y,IM,Recenti Prog Med
0040-6376,0040-6376,1468-3296,Y,IM,Thorax
0043-5341,0043-5341,1563-258X,Y,IM,Wien Med Wochenschr
0006-341X,0006-341X,1541-0420,Y,IM,Biometrics
0021-9762,0021-9762,1097-4679,Y,IM,J Clin Psychol
0022-3506,0022-3506,1467-6494,Y,IM,J Pers
0001-706X,0001-706X,1873-6254,Y,IM,Acta Trop
0539-6115,0539-6115,1665-1146,Y,IM,Bol Med Hosp Infant Mex
0022-3050,0022-3050,1468-330X,Y,IM,J Neurol Neurosurg Psychiatry
0022-3085,0022-3085,1933-0693,Y,IM,J Neurosurg
0021-4930,0021-4930,1882-4110,Y,IM,Nihon Saikingaku Zasshi
0029-6651,0029-6651,1475-2719,Y,IM,Proc Nutr Soc
0003-3898,0003-3898,1950-6112,Y,IM,Ann Biol Clin (Paris)
0003-4509,0003-4509,NA,Y,IM,Ann Pharm Fr
0004-282X,0004-282X,1678-4227,Y,IM,Arq Neuropsiquiatr
0007-1420,0007-1420,1471-8391,Y,IM,Br Med Bull
0008-4263,0008-4263,1920-7476,Y,IM,Can J Public Health
0016-5085,0016-5085,1528-0012,Y,IM,Gastroenterology
0025-7753,0025-7753,1578-8989,Y,IM,Med Clin (Barc)
0083-6729,0083-6729,NA,Y,IM,Vitam Horm
0065-3101,0065-3101,1878-1926,Y,IM,Adv Pediatr
0160-9327,0160-9327,1873-1929,Y,IM,Endeavour
0021-8812,0021-8812,1525-3163,Y,IM,J Anim Sci
0022-3069,0022-3069,1554-6578,Y,IM,J Neuropathol Exp Neurol
0029-6643,0029-6643,1753-4887,Y,IM,Nutr Rev
0002-9548,0002-9548,1573-6741,Y,IM,Am J Psychoanal
0008-5472,0008-5472,1538-7445,Y,IM,Cancer Res
0002-9645,0002-9645,1943-5681,Y,IM,Am J Vet Res
0003-3022,0003-3022,1528-1175,Y,IM,Anesthesiology
0027-8874,0027-8874,1460-2105,Y,IM,J Natl Cancer Inst
0001-6357,0001-6357,1502-3850,Y,IM,Acta Odontol Scand
0003-4266,0003-4266,2213-3941,Y,IM,Ann Endocrinol (Paris)
0003-4967,0003-4967,1468-2060,Y,IM,Ann Rheum Dis
0066-4278,0066-4278,1545-1585,Y,IM,Annu Rev Physiol
0007-5140,0007-5140,1086-3176,Y,IM,Bull Hist Med
0008-4174,0008-4174,1911-9828,Y,IM,Can J Occup Ther
0022-0795,0022-0795,1479-6805,Y,IM,J Endocrinol
0002-8177,0002-8177,1943-4723,Y,IM,J Am Dent Assoc
0033-3174,0033-3174,1534-7796,Y,IM,Psychosom Med
0004-2749,0004-2749,1678-2925,Y,IM,Arq Bras Oftalmol
0012-4486,0012-4486,1573-2622,Y,IM,Doc Ophthalmol
0022-202X,0022-202X,1523-1747,Y,IM,J Invest Dermatol
0022-3077,0022-3077,1522-1598,Y,IM,J Neurophysiol
0030-3755,0030-3755,1423-0267,Y,IM,Ophthalmologica
0033-2747,0033-2747,1943-281X,Y,IM,Psychiatry
0002-6980,0002-6980,1745-8234,Y,QIS,Ambix
0002-9459,0002-9459,1553-6467,Y,IM,Am J Pharm Educ
0022-4391,0022-4391,1746-1561,Y,IM,J Sch Health
0039-6060,0039-6060,1532-7361,Y,IM,Surgery
0003-3790,0003-3790,1464-505X,Y,QIS,Ann Sci
0025-9284,0025-9284,1943-2828,Y,IM,Bull Menninger Clin
0022-0337,0022-0337,1930-7837,Y,IM,J Dent Educ
0022-3263,0022-3263,1520-6904,Y,IM,J Org Chem
0037-976X,0037-976X,1540-5834,Y,IM,Monogr Soc Res Child Dev
0030-154X,0030-154X,1881-1736,Y,IM,Okajimas Folia Anat Jpn
0033-3123,0033-3123,1860-0980,Y,IM,Psychometrika
0001-5342,0001-5342,1572-8358,Y,IM,Acta Biotheor
0001-6918,0001-6918,1873-6297,Y,IM,Acta Psychol (Amst)
0006-3231,1464-7931,1469-185X,Y,IM,Biol Rev Camb Philos Soc
0022-3980,0022-3980,1940-1019,Y,IM,J Psychol
0375-0906,0375-0906,NA,Y,IM,Rev Gastroenterol Mex
0003-6072,0003-6072,1572-9699,Y,IM,Antonie Van Leeuwenhoek
0021-7557,0021-7557,1678-4782,Y,IM,J Pediatr (Rio J)
0962-8436,0962-8436,1471-2970,Y,IM,Philos Trans R Soc Lond B Biol Sci
0034-4885,0034-4885,1361-6633,Y,IM,Rep Prog Phys
0391-5603,0391-5603,1724-6075,Y,IM,Urologia
0009-7411,0009-7411,2444-054X,Y,IM,Cir Cir
0091-7451,0091-7451,1943-4456,Y,IM,Cold Spring Harb Symp Quant Biol
0019-5456,0019-5456,0973-7693,Y,IM,Indian J Pediatr
0021-9606,0021-9606,1089-7690,Y,IM,J Chem Phys
0065-7778,0065-7778,NA,Y,IM,Trans Am Clin Climatol Assoc
0066-4154,0066-4154,1545-4509,Y,IM,Annu Rev Biochem
0021-8790,0021-8790,1365-2656,Y,IM,J Anim Ecol
0022-3476,0022-3476,1097-6833,Y,IM,J Pediatr
0033-2828,0033-2828,2167-4086,Y,IM,Psychoanal Q
0041-6193,0041-6193,NA,Y,IM,Ulster Med J
0042-8833,0042-8833,NA,Y,IM,Vopr Pitan
0002-9173,0002-9173,1943-7722,Y,IM,Am J Clin Pathol
0003-3219,0003-3219,1945-7103,Y,IM,Angle Orthod
0007-0998,0007-0998,2044-8279,Y,IM,Br J Educ Psychol
0022-2887,0362-2525,1097-4687,Y,IM,J Morphol
0035-1776,0035-1776,1955-2343,Y,QIS,Rev Synth
0002-9432,0002-9432,1939-0025,Y,IM,Am J Orthopsychiatry
0325-0075,0325-0075,1668-3501,Y,IM,Arch Argent Pediatr
0009-3920,0009-3920,1467-8624,Y,IM,Child Dev
0022-0949,0022-0949,1477-9145,Y,IM,J Exp Biol
0022-4545,0022-4545,1940-1183,Y,IM,J Soc Psychol
0034-6748,0034-6748,1089-7623,Y,IM,Rev Sci Instrum
0370-4106,0370-4106,0717-6228,Y,IM,Rev Chil Pediatr
0001-3765,0001-3765,1678-2690,Y,IM,An Acad Bras Cienc
0018-7143,0018-7143,1534-6617,Y,IM,Hum Biol
0022-0299,0022-0299,1469-7629,Y,IM,J Dairy Res
0001-4966,0001-4966,1520-8524,Y,IM,J Acoust Soc Am
0007-1285,0007-1285,1748-880X,Y,IM,Br J Radiol
0009-4722,0009-4722,1433-0385,Y,IM,Chirurg
0022-1309,0022-1309,1940-0888,Y,IM,J Gen Psychol
0022-3166,0022-3166,1541-6100,Y,IM,J Nutr
0028-2804,0028-2804,1433-0407,Y,IM,Nervenarzt
0028-4793,0028-4793,1533-4406,Y,IM,N Engl J Med
0021-5287,0021-5287,1884-7110,Y,IM,Nihon Hinyokika Gakkai Zasshi
0044-0086,0044-0086,1551-4056,Y,IM,Yale J Biol Med
0003-4819,0003-4819,1539-3704,Y,IM,Ann Intern Med
0005-0423,0005-0423,1751-0813,Y,IM,Aust Vet J
0027-7622,0027-7622,2186-3326,Y,IM,Nagoya J Med Sci
0033-2720,0033-2720,1573-6709,Y,IM,Psychiatr Q
0001-6349,0001-6349,1600-0412,Y,IM,Acta Obstet Gynecol Scand
0003-9888,0003-9888,1468-2044,Y,IM,Arch Dis Child
0032-0889,0032-0889,1532-2548,Y,IM,Plant Physiol
0033-183X,0033-183X,1615-6102,Y,IM,Protoplasma
0002-8703,0002-8703,1097-6744,Y,IM,Am Heart J
0002-9440,0002-9440,1525-2191,Y,IM,Am J Pathol
0032-0935,0032-0935,1432-2048,Y,IM,Planta
0032-5473,0032-5473,1469-0756,Y,IM,Postgrad Med J
0009-2665,0009-2665,1520-6890,Y,IM,Chem Rev
0021-9738,0021-9738,1558-8238,Y,IM,J Clin Invest
0007-0912,0007-0912,1471-6771,Y,IM,Br J Anaesth
0022-149X,0022-149X,1475-2697,Y,IM,J Helminthol
0033-8419,0033-8419,1527-1315,Y,IM,Radiology
0003-469X,0003-469X,2239-253X,Y,IM,Ann Ital Chir
0021-1265,0021-1265,1863-4362,Y,IM,Ir J Med Sci
0021-924X,0021-924X,1756-2651,Y,IM,J Biochem
0025-7974,0025-7974,1536-5964,Y,IM,Medicine (Baltimore)
0002-953X,0002-953X,1535-7228,Y,IM,Am J Psychiatry
0022-2151,0022-2151,1748-5460,Y,IM,J Laryngol Otol
0031-9333,0031-9333,1522-1210,Y,IM,Physiol Rev
0032-373X,0032-373X,2299-2847,Y,IM,Pol Przegl Chir
0032-5791,0032-5791,1525-3171,Y,IM,Poult Sci
0039-6109,0039-6109,1558-3171,Y,IM,Surg Clin North Am
0001-5555,0001-5555,1651-2057,Y,IM,Acta Derm Venereol
0365-5237,0365-5237,NA,Y,IM,Acta Otolaryngol Suppl
0002-9378,0002-9378,1097-6868,Y,IM,Am J Obstet Gynecol
0390-6078,0390-6078,1592-8721,Y,IM,Haematologica
0018-0661,0018-0661,1601-5223,Y,IM,Hereditas
0020-7578,0020-7578,1745-8315,Y,IM,Int J Psychoanal
1010-660X,1010-660X,1648-9144,Y,IM,Medicina (Kaunas)
0040-8727,0040-8727,1349-3329,Y,IM,Tohoku J Exp Med
0035-9203,0035-9203,1878-3503,Y,IM,Trans R Soc Trop Med Hyg
0016-6707,0016-6707,1573-6857,Y,IM,Genetica
0022-0345,0022-0345,1544-0591,Y,IM,J Dent Res
0001-6489,0001-6489,1651-2251,Y,IM,Acta Otolaryngol
0002-9483,0002-9483,1096-8644,Y,IM,Am J Phys Anthropol
0022-1295,0022-1295,1540-7748,Y,IM,J Gen Physiol
0007-1161,0007-1161,1468-2079,Y,IM,Br J Ophthalmol
0013-7227,0013-7227,1945-7170,Y,IM,Endocrinology
0021-9010,0021-9010,1939-1854,Y,IM,J Appl Psychol
0022-0302,0022-0302,1525-3198,Y,IM,J Dairy Sci
0022-5347,0022-5347,1527-3792,Y,IM,J Urol
0025-7125,0025-7125,1557-9859,Y,IM,Med Clin North Am
0016-6731,0016-6731,1943-2631,Y,IM,Genetics
0021-8782,0021-8782,1469-7580,Y,IM,J Anat
0021-9193,0021-9193,1098-5530,Y,IM,J Bacteriol
0003-1488,0003-1488,1943-569X,Y,IM,J Am Vet Med Assoc
0027-8424,0027-8424,1091-6490,Y,IM,Proc Natl Acad Sci U S A
0002-9122,0002-9122,1537-2197,Y,IM,Am J Bot
