Rank,Full Journal Title,ISSN
9872,COMMUNITY DEVELOPMENT JOURNAL,0010-3802
9872,Electronic Research Announcements in Mathematical Sciences,1935-9179
9872,Gesture,1568-1475
9872,JOURNAL OF APICULTURAL SCIENCE,1643-4439
9872,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,1050-6519
9872,Journal of the International Phonetic Association,0025-1003
9872,OPEN SYSTEMS & INFORMATION DYNAMICS,1230-1612
9872,PAKISTAN JOURNAL OF BOTANY,0556-3321
9872,Praehistorische Zeitschrift,0079-4848
9872,Revista Espanola de Investigaciones Sociologicas,0210-5233
9872,WASHINGTON LAW REVIEW,0043-0617
9872,World Englishes,0883-2919
9887,ASYMPTOTIC ANALYSIS,0921-7134
9887,International Journal of Materials Research,1862-5282
9887,JOURNAL OF FORESTRY RESEARCH,1007-662X
9887,Journal of PeriAnesthesia Nursing,1089-9472
9887,Journal of PeriAnesthesia Nursing,1089-9472
9887,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681
9887,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681
9894,Journal of Sustainable Forestry,1054-9811
9895,Zemdirbyste-Agriculture,1392-3196
9896,Geografie,1212-0014
9896,International Journal of Microwave and Wireless Technologies,1759-0787
9896,NATION,0027-8378
9899,Communications-European Journal of Communication Research,0341-2059
9899,Global NEST Journal,1790-7632
9899,ISRAEL JOURNAL OF MATHEMATICS,0021-2172
9899,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,1446-7887
9899,Journal of Organizational and End User Computing,1546-2234
9899,Journal of Organizational and End User Computing,1546-2234
9899,Nephrology Nursing Journal,1526-744X
9899,Nephrology Nursing Journal,1526-744X
9907,BULLETIN OF THE MENNINGER CLINIC,0025-9284
9907,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,0167-7187
9907,Revista da Escola de Enfermagem da USP,0080-6234
9907,Revista da Escola de Enfermagem da USP,0080-6234
9911,Clinical Case Studies,1534-6501
9911,Conservation Genetics Resources,1877-7252
9911,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,0023-2653
9911,NATURAL RESOURCES FORUM,0165-0203
9911,NATURAL RESOURCES FORUM,0165-0203
9911,Revista de Estudios Sociales,0123-885X
9917,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,0024-6093
9917,Inra Productions Animales,0990-0632
9917,JOURNAL OF COMPUTATIONAL ACOUSTICS,0218-396X
9917,JOURNAL OF GENERAL PLANT PATHOLOGY,1345-2630
9917,Medicina del Lavoro,0025-7818
9917,POLITICA Y GOBIERNO,1665-2037
9917,Swiss Political Science Review,1424-7755
9924,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1367-2223
9924,JOURNAL OF LOGIC AND COMPUTATION,0955-792X
9924,SCIENCE OF COMPUTER PROGRAMMING,0167-6423
9924,South African Journal of Education,0256-0100
9928,Acta Politica,0001-6810
9928,COMMUNICATIONS IN ANALYSIS AND GEOMETRY,1019-8385
9928,ETRI JOURNAL,1225-6463
9928,Electronic Journal of Linear Algebra,1537-9582
9932,ANTHROPOLOGICAL QUARTERLY,0003-5491
9932,Acta Geodaetica et Geophysica,2213-5812
9932,DISCRETE MATHEMATICS,0012-365X
9932,ERDE,0013-9998
9932,ERDE,0013-9998
9932,HIGH ENERGY CHEMISTRY,0018-1439
9932,INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,0250-474X
9932,INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,0219-7499
9932,NERVENARZT,0028-2804
9932,Review of Keynesian Economics,2049-5323
9942,Advanced Steel Construction,1816-112X
9942,EXPOSITIONES MATHEMATICAE,0723-0869
9942,JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,0883-8534
9942,NORTH AMERICAN JOURNAL OF AQUACULTURE,1522-2055
9946,Green Processing and Synthesis,2191-9542
9946,Journal of Transportation Safety & Security,1943-9962
9946,LIMNETICA,0213-8409
9946,Revista da Associacao Medica Brasileira,0104-4230
9950,Acoustics Australia,1839-2571
9950,HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,0018-442X
9950,MONATSHEFTE FUR MATHEMATIK,0026-9255
9950,POLYMER SCIENCE SERIES B,1560-0904
9950,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,1806-9290
9950,SOCIOLOGICAL INQUIRY,0038-0245
9950,WHO Technical Report Series,0512-3054
9957,ADVANCES IN GEOMETRY,1615-715X
9957,International Journal of Steel Structures,1598-2351
9957,Journal of Eastern African Studies,1753-1055
9957,Journal of the Korean Statistical Society,1226-3192
9957,SURFACE REVIEW AND LETTERS,0218-625X
9962,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0020-3157
9962,Contributions of the Astronomical Observatory Skalnate Pleso,1335-1842
9962,Japanese Journal of Mathematics,0289-2316
9965,ANNALES ZOOLOGICI FENNICI,0003-455X
9965,Archives of Clinical Psychiatry,0101-6083
9965,Iranian Journal of Science and Technology-Transactions of Mechanical Engineering,2228-6187
9965,Journal of Public Transportation,1077-291X
9965,PROCESS SAFETY PROGRESS,1066-8527
9965,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,0034-5318
9971,ACM Transactions on Computational Logic,1529-3785
9971,ANATOMIA HISTOLOGIA EMBRYOLOGIA,0340-2096
9971,MODERN PHYSICS LETTERS B,0217-9849
9974,Central European Journal of Operations Research,1435-246X
9974,JOURNAL OF ALGEBRAIC COMBINATORICS,0925-9899
9974,Space and Culture,1206-3312
9977,Acta Herpetologica,1827-9635
9977,POLYMER SCIENCE SERIES A,0965-545X
9979,ACTA OCEANOLOGICA SINICA,0253-505X
9979,FERROELECTRICS,0015-0193
9979,Leiden Journal of International Law,0922-1565
9982,JOURNAL OF ENVIRONMENTAL BIOLOGY,0254-8704
9982,Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,1138-9788
9982,Transportation Letters-The International Journal of Transportation Research,1942-7867
9982,Transportation Letters-The International Journal of Transportation Research,1942-7867
9986,ACTA ADRIATICA,0001-5113
9986,Computer Supported Cooperative Work-The Journal of Collaborative Computing,0925-9724
9986,FUNDAMENTA INFORMATICAE,0169-2968
9986,JOURNAL OF CONSCIOUSNESS STUDIES,1355-8250
9986,LABOR HISTORY,0023-656X
9991,Asian Myrmecology,1985-1944
9991,PALEONTOLOGICAL RESEARCH,1342-8144
9993,European Business Organization Law Review,1566-7529
9993,IEEJ Transactions on Electrical and Electronic Engineering,1931-4973
9993,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0030-9982
9993,Journal of Development Effectiveness,1943-9342
9993,MACROECONOMIC DYNAMICS,1365-1005
9993,Zoologia,1984-4689
9999,AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,1036-1146
9999,COMMUNIST AND POST-COMMUNIST STUDIES,0967-067X
9999,Inter-Asia Cultural Studies,1464-9373
9999,Journal of Behavioral Finance,1542-7560
9999,MINI-REVIEWS IN ORGANIC CHEMISTRY,1570-193X
9999,NEUROLOGIST,1074-7931
9999,NEW GENERATION COMPUTING,0288-3635
9999,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521
10007,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623
10007,Differential and Integral Equations,0893-4983
10007,EARTH MOON AND PLANETS,0167-9295
10010,JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049
10010,NUKLEONIKA,0029-5922
10012,Cultura y Educacion,1135-6405
10012,JAPANESE JOURNAL OF VETERINARY RESEARCH,0047-1917
10012,JOURNAL OF FUSION ENERGY,0164-0313
10012,Journal of Substance Use,1465-9891
10012,Pakistan Journal of Medical Sciences,1682-024X
10012,TECHNOLOGY AND HEALTH CARE,0928-7329
10018,China Agricultural Economic Review,1756-137X
10018,China Agricultural Economic Review,1756-137X
10018,European Journal of Social Work,1369-1457
10018,JOURNAL OF AFRICAN HISTORY,0021-8537
10018,TAIWANESE JOURNAL OF MATHEMATICS,1027-5487
10023,AUSTRALIAN JOURNAL OF SOCIAL ISSUES,1839-4655
10023,Beton- und Stahlbetonbau,0005-9900
10023,CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,0254-4059
10023,EASTERN MEDITERRANEAN HEALTH JOURNAL,1020-3397
10023,EASTERN MEDITERRANEAN HEALTH JOURNAL,1020-3397
10023,Human-Wildlife Interactions,1934-4392
10023,Nigerian Journal of Clinical Practice,1119-3077
10023,SIAM JOURNAL ON DISCRETE MATHEMATICS,0895-4801
10031,Mathematical Modelling and Analysis,1392-6292
10031,RAFFLES BULLETIN OF ZOOLOGY,0217-2445
10031,REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,0398-7620
10034,JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,1462-0316
10034,TEXAS HEART INSTITUTE JOURNAL,1526-6702
10036,AMERICAN MIDLAND NATURALIST,0003-0031
10036,JOURNAL OF LAW AND SOCIETY,0263-323X
10036,Journal of Addictions Nursing,1088-4602
10036,Journal of Addictions Nursing,1088-4602
10036,MAMMALIA,0025-1461
10036,PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,0044-0604
10036,Policy Studies,0144-2872
10043,Chungara-Revista de Antropologia Chilena,0717-7356
10043,POLIMERY,0032-2725
10045,Hypatia-A Journal of Feminist Philosophy,0887-5367
10045,JOURNAL OF GEOMETRY AND PHYSICS,0393-0440
10045,Journal of Homeland Security and Emergency Management,2194-6361
10045,POLAR RECORD,0032-2474
10045,Plant Genetic Resources-Characterization and Utilization,1479-2621
10045,Revista Latino-Americana de Enfermagem,1518-8345
10045,Revista Latino-Americana de Enfermagem,1518-8345
10052,ADVANCES IN APPLIED PROBABILITY,0001-8678
10052,CHILD WELFARE,0009-4021
10052,Homology Homotopy and Applications,1532-0073
10052,RAMANUJAN JOURNAL,1382-4090
10056,ANIMAL SCIENCE PAPERS AND REPORTS,0860-4037
10056,Advances in Mathematical Physics,1687-9120
10056,International Finance,1367-0271
10056,Investment Analysts Journal,1029-3523
10056,Journal of Exercise Science & Fitness,1728-869X
10061,Acta Geophysica,1895-7455
10061,Inzinerine Ekonomika-Engineering Economics,1392-2785
10061,RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,0036-0236
10064,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592
10064,ANTHROPOLOGY & EDUCATION QUARTERLY,0161-7761
10064,Annali Italiani di Chirurgia,0003-469X
10064,MARINE TECHNOLOGY SOCIETY JOURNAL,0025-3324
10068,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0003-6838
10068,IRRIGATION AND DRAINAGE,1531-0353
10068,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9939
10068,QUATERNAIRE,1142-2904
10068,Science Technology and Society,0971-7218
10068,TECHNICAL PHYSICS,1063-7842
10074,AFRICAN JOURNAL OF AQUATIC SCIENCE,1608-5914
10074,Agricultural Economics-Zemedelska Ekonomika,0139-570X
10074,Agricultural Economics-Zemedelska Ekonomika,0139-570X
10074,Empirica,0340-8744
10074,NETWORK-COMPUTATION IN NEURAL SYSTEMS,0954-898X
10074,NORTHWEST SCIENCE,0029-344X
10080,ALLELOPATHY JOURNAL,0971-4693
10080,COMBINATORICS PROBABILITY & COMPUTING,0963-5483
10080,CROATICA CHEMICA ACTA,0011-1643
10083,ACTA METALLURGICA SINICA,0412-1961
10083,Cliometrica,1863-2505
10083,International Journal of Osteopathic Medicine,1746-0689
10083,Moscow Mathematical Journal,1609-3321
10087,AUSTRALIAN ARCHAEOLOGY,0312-2417
10087,International Communication Gazette,1748-0485
10087,International Journal of Arts Management,1480-8986
10087,JOURNAL OF FUNCTIONAL PROGRAMMING,0956-7968
10087,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,0002-8711
10087,Literacy,1741-4350
10087,PERCEPTUAL AND MOTOR SKILLS,0031-5125
10094,Journal of Earthquake and Tsunami,1793-4311
10094,NEUROCHIRURGIE,0028-3770
10096,ACSMS HEALTH & FITNESS JOURNAL,1091-5397
10096,China Information,0920-203X
10096,Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,1898-6196
10096,HETEROCYCLIC COMMUNICATIONS,0793-0283
10096,Historical Studies in the Natural Sciences,1939-1811
10096,Historical Studies in the Natural Sciences,1939-1811
10096,PAEDAGOGICA HISTORICA,0030-9230
10096,Polimeros-Ciencia e Tecnologia,0104-1428
10104,Advances in Electrical and Computer Engineering,1582-7445
10104,BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,0005-9366
10104,BIOLOGICAL RHYTHM RESEARCH,0929-1016
10104,GEOCHEMISTRY INTERNATIONAL,0016-7029
10104,GLASS PHYSICS AND CHEMISTRY,1087-6596
10104,INORGANIC MATERIALS,0020-1685
10104,JOURNAL OF APPLIED STATISTICS,0266-4763
10104,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,1074-1542
10104,JOURNAL OF RAPTOR RESEARCH,0892-1016
10104,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,0002-9726
10104,PRAMANA-JOURNAL OF PHYSICS,0304-4289
10115,Control Engineering and Applied Informatics,1454-8658
10115,European Journal of Integrative Medicine,1876-3820
10115,Journal of Aggression Maltreatment & Trauma,1092-6771
10115,KLINISCHE PADIATRIE,0300-8630
10115,PRISON JOURNAL,0032-8855
10115,SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,1341-7215
10121,COMPUTER ANIMATION AND VIRTUAL WORLDS,1546-4261
10121,ZEITSCHRIFT FUR RHEUMATOLOGIE,0340-1855
10123,ACTA VIROLOGICA,0001-723X
10123,AERONAUTICAL JOURNAL,0001-9240
10123,Asia Pacific Journal of Education,0218-8791
10123,BIOLOGIA,0006-3088
10123,ECOSCIENCE,1195-6860
10123,ENVIRONMENTAL HISTORY,1084-5453
10123,JOURNAL OF RESEARCH IN MUSIC EDUCATION,0022-4294
10123,Open Geosciences,2391-5447
10123,Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B,1753-3562
10123,STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS,1355-2198
10133,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,0008-414X
10133,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,0251-0790
10133,Experimental and Clinical Transplantation,1304-0855
10133,FORUM MATHEMATICUM,0933-7741
10133,Numerical Mathematics-Theory Methods and Applications,1004-8979
10133,TRANSPORTATION RESEARCH RECORD,0361-1981
10139,AGROCHIMICA,0002-1857
10139,China Review-An Interdisciplinary Journal on Greater China,1680-2012
10139,Iberica,1139-7241
10139,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,0219-6336
10139,Sport Marketing Quarterly,1061-6934
10144,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,1079-2724
10144,Kuwait Journal of Science,2307-4108
10144,Managerial Auditing Journal,0268-6902
10147,ACTA SCIENTIARUM-AGRONOMY,1807-8621
10147,GEOLOGICA ACTA,1695-6133
10147,Grundwasser,1430-483X
10147,Journal of Correctional Health Care,1078-3458
10151,Groups Geometry and Dynamics,1661-7207
10151,Infancia y Aprendizaje,0210-3702
10151,Intelligent Data Analysis,1088-467X
10151,MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,0305-0041
10155,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,0791-7945
10155,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,1540-4048
10155,Journal of Language and Politics,1569-2159
10155,Journal of Noncommutative Geometry,1661-6952
10155,MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,0027-0520
10155,Young,1103-3088
10161,ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,0003-9438
10161,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257
10161,Turkish Journal of Field Crops,1301-1111
10164,Dissertationes Mathematicae,0012-3862
10164,JOURNAL OF COLD REGIONS ENGINEERING,0887-381X
10164,JOURNAL OF JAPANESE STUDIES,0095-6848
10164,Journal of Hyperbolic Differential Equations,0219-8916
10164,Journal of Water Reuse and Desalination,2220-1319
10169,Journal of Food and Nutrition Research,1336-8672
10170,JOURNAL OF MACROECONOMICS,0164-0704
10170,Tehnicki Vjesnik-Technical Gazette,1330-3651
10172,JOURNAL OF GRAPH THEORY,0364-9024
10172,M S-MEDECINE SCIENCES,0767-0974
10174,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,1552-5031
10174,Expert Opinion on Orphan Drugs,2167-8707
10174,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0047-0767
10174,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0047-0767
10174,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,0304-9914
10174,JOURNAL OF ZOO AND WILDLIFE MEDICINE,1042-7260
10174,Journal of Elementology,1644-2296
10181,ENVIRONMENTAL FORENSICS,1527-5922
10181,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,1018-5895
10181,Nordic Studies on Alcohol and Drugs,1455-0725
10184,ALGEBRAS AND REPRESENTATION THEORY,1386-923X
10184,Journal of Aquatic Food Product Technology,1049-8850
10186,DREAMING,1053-0797
10186,Heroin Addiction and Related Clinical Problems,1592-1638
10186,INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,0091-2174
10186,INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,0091-2174
10186,JOURNAL DE GYNECOLOGIE OBSTETRIQUE ET BIOLOGIE DE LA REPRODUCTION,0368-2315
10186,JOURNAL OF SOUTHERN AFRICAN STUDIES,0305-7070
10186,Journal of Essential Oil Bearing Plants,0972-060X
10186,Protection of Metals and Physical Chemistry of Surfaces,2070-2051
10194,CERAMICS-SILIKATY,0862-5468
10194,DIFFERENTIAL EQUATIONS,0012-2661
10194,East Asian Journal on Applied Mathematics,2079-7362
10194,Genes & Genomics,1976-9571
10194,Geofizika,0352-3659
10194,Journal of Cytology,0970-9371
10200,JOURNAL OF WORLD TRADE,1011-6702
10200,Journal of Environmental Protection and Ecology,1311-5065
10200,Nations and Nationalism,1354-5078
10200,PHARMACEUTICAL CHEMISTRY JOURNAL,0091-150X
10204,Bratislava Medical Journal-Bratislavske Lekarske Listy,0006-9248
10204,Journal of Engineered Fibers and Fabrics,1558-9250
10204,Journal of Thermal Science,1003-2169
10207,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0965-5425
10207,Horticultura Brasileira,0102-0536
10207,JOURNAL OF ENTOMOLOGICAL SCIENCE,0749-8004
10207,Journal of Medical Ultrasonics,1346-4523
10207,MANUSCRIPTA MATHEMATICA,0025-2611
10207,PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0552-9034
10207,Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,1577-0354
10214,AMERICAN FERN JOURNAL,0002-8444
10214,BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,1516-8913
10214,FEMINISM & PSYCHOLOGY,0959-3535
10217,JOURNAL OF ALGEBRA,0021-8693
10217,MATERIALS TRANSACTIONS,1345-9678
10219,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,0825-0383
10219,CHINA OCEAN ENGINEERING,0890-5487
10219,EDUCATIONAL GERONTOLOGY,0360-1277
10219,PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,1042-6507
10219,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,0965-0911
10219,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,1070-3284
10219,Water Science and Technology-Water Supply,1606-9749
10226,Contemporary Nurse,1037-6178
10226,Contemporary Nurse,1037-6178
10226,Digest Journal of Nanomaterials and Biostructures,1842-3582
10226,FRESENIUS ENVIRONMENTAL BULLETIN,1018-4619
10226,International Journal of Forensic Mental Health,1499-9013
10231,CIENCIA E AGROTECNOLOGIA,1413-7054
10231,DISCRETE & COMPUTATIONAL GEOMETRY,0179-5376
10231,Ensenanza de Las Ciencias,0212-4521
10231,European Journal of International Management,1751-6757
10231,History and Anthropology,0275-7206
10231,ISRAEL JOURNAL OF PLANT SCIENCES,0792-9978
10231,JAVNOST-THE PUBLIC,1318-3222
10231,JOURNAL OF GENETICS,0022-1333
10231,SEMICONDUCTORS,1063-7826
10240,Carpathian Journal of Earth and Environmental Sciences,1842-4090
10240,UNFALLCHIRURG,0177-5537
10242,ACTA PHYSICA SINICA,1000-3290
10242,CHIRURG,0009-4722
10242,JOURNAL OF TESTING AND EVALUATION,0090-3973
10242,WATERBIRDS,1524-4695
10246,JOURNAL OF CHEMICAL RESEARCH,1747-5198
10247,ACCREDITATION AND QUALITY ASSURANCE,0949-1775
10247,ALGORITHMICA,0178-4617
10247,Bollettino di Geofisica Teorica ed Applicata,0006-6729
10247,Contemporary Politics,1356-9775
10247,ECOLOGICAL PSYCHOLOGY,1040-7413
10247,EURASIAN SOIL SCIENCE,1064-2293
10247,Estudios Atacamenos,0718-1043
10247,FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,0015-7899
10247,Infants & Young Children,0896-3746
10247,International Journal of Numerical Analysis and Modeling,1705-5105
10247,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,0552-9360
10247,Journal of Chinese Political Science,1080-6954
10247,MODELING IDENTIFICATION AND CONTROL,0332-7353
10247,PSYCHOLOGICAL REPORTS,0033-2941
10247,SCIENCE OF SINTERING,0350-820X
10247,SYMBOLIC INTERACTION,0195-6086
10247,Sport in Society,1743-0437
10264,Journal of Nano Research,1662-5250
10265,Amfiteatru Economic,1582-9146
10265,Economic Computation and Economic Cybernetics Studies and Research,0424-267X
10265,Economic Computation and Economic Cybernetics Studies and Research,0424-267X
10265,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,0025-5645
10269,HAUTARZT,0017-8470
10269,TRANSPORTATION PLANNING AND TECHNOLOGY,0308-1060
10271,CRIME LAW AND SOCIAL CHANGE,0925-4994
10271,Journal of Emergency Nursing,0099-1767
10271,Journal of Emergency Nursing,0099-1767
10271,Journal of Integrative Neuroscience,0219-6352
10271,Journal of Official Statistics,0282-423X
10271,Journal of Official Statistics,0282-423X
10271,Quality Technology and Quantitative Management,1684-3703
10271,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,0927-6467
10279,ACTA MATHEMATICA SCIENTIA,0252-9602
10279,Australian Accounting Review,1035-6908
10279,Foundations of Science,1233-1821
10279,INTERNATIONAL JOURNAL OF MANPOWER,0143-7720
10279,Magnetohydrodynamics,0024-998X
10279,Revista Romana de Materiale-Romanian Journal of Materials,1583-3186
10279,World Rabbit Science,1257-5011
10279,Zeitschrift fur Psychiatrie Psychologie und Psychotherapie,1661-4747
10287,CONSTRAINTS,1383-7133
10287,Communication Disorders Quarterly,1525-7401
10287,German Economic Review,1465-6485
10287,HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,0933-1719
10287,Idojaras,0324-6329
10287,LEARNING AND MOTIVATION,0023-9690
10293,African Journal of Wildlife Research,2410-7220
10293,CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,0254-5861
10293,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,1742-7584
10293,JOURNAL OF ADULT DEVELOPMENT,1068-0667
10293,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,0090-6905
10293,Mechanics & Industry,2257-7777
10299,Computational Methods in Applied Mathematics,1609-4840
10299,EDUCATION AND URBAN SOCIETY,0013-1245
10299,ESTUDIOS GEOLOGICOS-MADRID,0367-0449
10299,INDIAN JOURNAL OF CANCER,0019-509X
10299,International Journal of Law Crime and Justice,1756-0616
10299,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,1070-3632
10305,CANADIAN JOURNAL OF ANIMAL SCIENCE,0008-3984
10305,LIBRARY RESOURCES & TECHNICAL SERVICES,0024-2527
10305,ULTRASTRUCTURAL PATHOLOGY,0191-3123
10308,ACTA POLYMERICA SINICA,1000-3304
10308,Eco mont-Journal on Protected Mountain Areas Research,2073-106X
10308,Language Resources and Evaluation,1574-020X
