issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2017,1,479,1.82881002087683,1.62421711899791,2.06680584551148,0.578077874580567,0.498639254259367,0.666552982080711,0.116438356164384,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,1999,1,256,0.3046875,0.22265625,0.39453125,0.403952886182439,0.257747068468173,0.576844647224716,0.141025641025641,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2e3,1,271,0.269372693726937,0.195571955719557,0.346863468634686,0.304761498772634,0.179824802109818,0.453993256001672,0.191780821917808,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2001,1,263,0.285171102661597,0.209125475285171,0.368821292775665,0.24520844608596,0.163953701640513,0.346730424822941,0.0933333333333333,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2002,1,247,0.279352226720648,0.198380566801619,0.37246963562753,0.272850789737283,0.184900029903394,0.375430208663597,0.159420289855072,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2003,1,234,0.35042735042735,0.273504273504274,0.435897435897436,0.250420007900491,0.168232055000322,0.354308653198252,0.109756097560976,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2004,1,221,0.398190045248869,0.307692307692308,0.497737556561086,0.325809398727432,0.205644422739836,0.475923878623204,0.170454545454545,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2005,1,214,0.476635514018692,0.35981308411215,0.598130841121495,0.309919938564685,0.216491673902924,0.411756558211902,0.215686274509804,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2006,1,236,0.572033898305085,0.461864406779661,0.686440677966102,0.41796626183455,0.292252660490034,0.563195624495637,0.125925925925926,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2007,1,238,0.752100840336134,0.626050420168067,0.882352941176471,0.432915814620366,0.332170283775963,0.545500903052593,0.11731843575419,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2008,1,276,0.619565217391304,0.510869565217391,0.739130434782609,0.40344242823133,0.298171506176155,0.5204427841731,0.128654970760234,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2009,1,319,0.686520376175549,0.579937304075235,0.793103448275862,0.444384067577398,0.336847759655844,0.564353158226695,0.045662100456621,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2010,1,389,1.18508997429306,1.03341902313625,1.35218508997429,0.461982402436781,0.390109559304775,0.542901413277921,0.112798264642082,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2011,1,458,1.49781659388646,1.35807860262009,1.64628820960699,0.548711640242327,0.461603737636536,0.654946457178191,0.103498542274052,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2012,1,467,1.98072805139186,1.71734475374732,2.29550321199143,0.569769758619273,0.472341616537878,0.675782814203842,0.154594594594595,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2013,1,460,1.41086956521739,1.23478260869565,1.58478260869565,0.630286020487561,0.506675097077095,0.764462710806686,0.0662557781201849,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2014,1,420,1.57380952380952,1.37619047619048,1.78571428571429,0.553003374594006,0.471405689122599,0.642445767522906,0.0544629349470499,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2015,1,431,1.67981438515081,1.48027842227378,1.88399071925754,0.595008489730577,0.506378413405817,0.700700899768923,0.0593922651933702,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2016,1,458,2.03711790393013,1.80786026200873,2.2707423580786,0.661708931754024,0.569843702475111,0.767761637604506,0.090032154340836,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1674-7305,Science China Life Sciences,Journal,1100; 1300; 2300,2017,1,479,1.82881002087683,1.62421711899791,2.06680584551148,0.578077874580567,0.498639254259367,0.666552982080711,0.116438356164384,Print ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,1999,1,97,0.34020618556701,0.164948453608247,0.577319587628866,0.315903742293479,0.147843612408697,0.537365906686667,0.0909090909090909,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2e3,1,94,0.351063829787234,0.234042553191489,0.478723404255319,0.348013459715014,0.211608637477974,0.507617187245175,0.212121212121212,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2001,1,119,0.285714285714286,0.184873949579832,0.394957983193277,0.329273609029333,0.170354569735892,0.513386957685072,0.0588235294117647,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2002,1,127,0.228346456692913,0.141732283464567,0.322834645669291,0.218139750316493,0.101760224219077,0.35037949284192,0.0689655172413793,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2003,1,130,0.230769230769231,0.138461538461538,0.330769230769231,0.20260697366381,0.0945563435187107,0.323886090777553,0.0333333333333333,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2004,1,99,0.313131313131313,0.212121212121212,0.414141414141414,0.334378103431412,0.174727062786241,0.499745607485463,0.0645161290322581,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
0036-9330,Scottish Medical Journal,2045-6441,Scottish Medical Journal,Journal,2700,2005,1,93,0.494623655913979,0.32258064516129,0.698924731182796,0.454023803870872,0.236142932665961,0.700391761836414,0,Electronic ISSN,1956,NA,2011,NA,UK,Royal College of Physicians and Surgeons of Glasgow,Scottish Medical Journal,Royal Society of Medicine Press,Hybrid,0.0,3000.0,3000.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, with sage","Potential reverse flip, was OA until the end of 2010 here https://web.archive.org/web/20100306173352/http://smj.org.uk:80/Issues/issues.html, announcing switch of publishers and end of OA here  https://web.archive.org/web/20110807115333/http://www.smj.org.uk/, now a subscription journal with Sage http://journals.sagepub.com/home/scm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0036-9330
